"","Genus","Species"
"Otu0107",NA,"amalonaticus/cloacae/enterica/freundii/intermedia/phage/regensburgei"
"Otu0108",NA,"albertii/boydii/coli/dysenteriae/enterica/fergusonii/flexneri/marmotae/sonnei/vulneris"
"Otu0109",NA,NA
"Otu0110",NA,NA
"Otu0111",NA,NA
"Otu0112",NA,NA
"Otu0113",NA,NA
"Otu0114",NA,NA
"Otu0115",NA,NA
"Otu0116",NA,NA
"Otu0117",NA,NA
"Otu0118",NA,NA
"Otu0119",NA,NA
"Otu0120",NA,NA
"Otu0121",NA,NA
"Otu0122",NA,NA
"Otu0123",NA,NA
"Otu0124",NA,NA
"Otu0125",NA,NA
"Otu0126",NA,NA
"Otu0127","Marinicella","litoralis"
"Otu0128",NA,NA
"Otu0129",NA,NA
"Otu0130",NA,NA
"Otu0131",NA,NA
"Otu0132",NA,NA
"Otu0133","Ruegeria","marina"
"Otu0134",NA,NA
"Otu0135","Muricauda","pacifica"
"Otu0136","Psychroserpens","damuponensis"
"Otu0137",NA,NA
"Otu0138",NA,NA
"Otu0140",NA,NA
"Otu0142",NA,NA
"Otu0143",NA,"azikeevi/canintestini/canis/dispar/durans/faecalis/faecium/hirae/lactis/mundtii/olivae/pernyi/plantarum/raffinosus/ratti/rivorum/saigonensis/thailandicus/villorum"
"Otu0144",NA,NA
"Otu0146",NA,NA
"Otu0147",NA,NA
"Otu0148",NA,NA
"Otu0149",NA,NA
"Otu0150",NA,NA
"Otu0151","Thalassotalea","ganghwensis"
"Otu0152",NA,NA
"Otu0153","Acanthopleuribacter","pedis"
"Otu0154",NA,NA
"Otu0155",NA,NA
"Otu0156",NA,NA
"Otu0157","Pseudomonas","aeruginosa/denitrificans/fluorescens/mendocina/otitidis/protegens/putida/tropicalis"
"Otu0158",NA,NA
"Otu0159",NA,NA
"Otu0161",NA,NA
"Otu0162",NA,NA
"Otu0163",NA,NA
"Otu0164",NA,NA
"Otu0165",NA,NA
"Otu0166",NA,NA
"Otu0167",NA,NA
"Otu0168",NA,NA
"Otu0169",NA,NA
"Otu0170",NA,NA
"Otu0171",NA,NA
"Otu0172","Lactobacillus","delbrueckii/fermentum/ingluviei/oris/parabuchneri/plantarum"
"Otu0173",NA,NA
"Otu0174","Sphingobium","amiense/limneticum/yanoikuyae"
"Otu0175",NA,NA
"Otu0176",NA,NA
"Otu0177",NA,NA
"Otu0178",NA,NA
"Otu0180",NA,NA
"Otu0181",NA,NA
"Otu0182",NA,NA
"Otu0183",NA,NA
"Otu0184",NA,NA
"Otu0185",NA,NA
"Otu0186",NA,NA
"Otu0187",NA,NA
"Otu0188",NA,NA
"Otu0189",NA,NA
"Otu0190",NA,NA
"Otu0191",NA,NA
"Otu0192",NA,NA
"Otu0193",NA,NA
"Otu0194",NA,NA
"Otu0195",NA,NA
"Otu0196",NA,NA
"Otu0197",NA,NA
"Otu0198",NA,NA
"Otu0199",NA,NA
"Otu0201",NA,NA
"Otu0202",NA,NA
"Otu0203",NA,NA
"Otu0204",NA,NA
"Otu0205",NA,NA
"Otu0206",NA,NA
"Otu0207",NA,NA
"Otu0208",NA,NA
"Otu0209",NA,NA
"Otu0210",NA,NA
"Otu0211",NA,NA
"Otu0212",NA,NA
"Otu0213",NA,NA
"Otu0214",NA,NA
"Otu0215",NA,NA
"Otu0216",NA,NA
"Otu0217",NA,NA
"Otu0218",NA,NA
"Otu0219",NA,NA
"Otu0220",NA,NA
"Otu0221","Acaryochloris","marina"
"Otu0222",NA,NA
"Otu0223",NA,NA
"Otu0224",NA,NA
"Otu0225",NA,NA
"Otu0227",NA,NA
"Otu0228","Bacillus","marmarensis/pseudofirmus"
"Otu0229",NA,NA
"Otu0230",NA,NA
"Otu0231",NA,NA
"Otu0232",NA,NA
"Otu0233",NA,NA
"Otu0235",NA,NA
"Otu0236","Photobacterium","aquae/gaetbulicola/panuliri/phosphoreum/rosenbergii/sanctipauli"
"Otu0237",NA,NA
"Otu0239",NA,NA
"Otu0240",NA,NA
"Otu0241",NA,NA
"Otu0242",NA,NA
"Otu0243",NA,NA
"Otu0244",NA,NA
"Otu0245",NA,NA
"Otu0246",NA,NA
"Otu0247",NA,NA
"Otu0248",NA,NA
"Otu0249",NA,NA
"Otu0250",NA,NA
"Otu0251",NA,NA
"Otu0252",NA,NA
"Otu0254",NA,NA
"Otu0255",NA,NA
"Otu0256",NA,NA
"Otu0257",NA,NA
"Otu0258",NA,NA
"Otu0259",NA,NA
"Otu0260",NA,NA
"Otu0262",NA,NA
"Otu0263",NA,NA
"Otu0264",NA,NA
"Otu0265",NA,NA
"Otu0266",NA,NA
"Otu0267",NA,NA
"Otu0268",NA,NA
"Otu0269",NA,NA
"Otu0270",NA,NA
"Otu0271",NA,NA
"Otu0272",NA,NA
"Otu0273","Halomonas","boliviensis/campaniensis/chromatireducens/denitrificans/desiderata/huangheensis/kenyensis/nitrilicus/nitritophilus/pacifica/phoceae/qiaohouensis/saccharevitans/salifodinae/salina/urumqiensis/ventosae"
"Otu0274",NA,NA
"Otu0275",NA,NA
"Otu0276",NA,NA
"Otu0277",NA,NA
"Otu0278",NA,NA
"Otu0279",NA,NA
"Otu0280",NA,NA
"Otu0281",NA,NA
"Otu0282",NA,NA
"Otu0284","Roseovarius","albus/scapharcae"
"Otu0285",NA,NA
"Otu0286",NA,NA
"Otu0287",NA,NA
"Otu0288",NA,NA
"Otu0289",NA,NA
"Otu0290",NA,NA
"Otu0291",NA,NA
"Otu0292",NA,NA
"Otu0293",NA,NA
"Otu0294",NA,NA
"Otu0295",NA,NA
"Otu0296",NA,NA
"Otu0297",NA,NA
"Otu0298",NA,NA
"Otu0299",NA,NA
"Otu0300",NA,NA
"Otu0301",NA,NA
"Otu0302",NA,NA
"Otu0303",NA,NA
"Otu0304","Aureisphaera","galaxeae"
"Otu0305",NA,NA
"Otu0306",NA,NA
"Otu0307",NA,NA
"Otu0308",NA,NA
"Otu0309",NA,NA
"Otu0310",NA,NA
"Otu0311",NA,NA
"Otu0312",NA,NA
"Otu0313",NA,NA
"Otu0314",NA,NA
"Otu0315",NA,NA
"Otu0316",NA,NA
"Otu0318",NA,NA
"Otu0319",NA,NA
"Otu0320",NA,NA
"Otu0321",NA,NA
"Otu0323",NA,NA
"Otu0324",NA,NA
"Otu0325",NA,NA
"Otu0326",NA,NA
"Otu0327",NA,NA
"Otu0328",NA,NA
"Otu0329",NA,NA
"Otu0330",NA,NA
"Otu0331",NA,NA
"Otu0332",NA,NA
"Otu0333",NA,NA
"Otu0334",NA,NA
"Otu0335",NA,NA
"Otu0336",NA,NA
"Otu0337",NA,NA
"Otu0338",NA,NA
"Otu0339",NA,NA
"Otu0340",NA,NA
"Otu0341",NA,NA
"Otu0342",NA,NA
"Otu0343",NA,NA
"Otu0344",NA,NA
"Otu0345",NA,NA
"Otu0346",NA,NA
"Otu0347",NA,NA
"Otu0348",NA,NA
"Otu0349",NA,NA
"Otu0350",NA,NA
"Otu0351",NA,NA
"Otu0352","Algicola","sagamiensis"
"Otu0353",NA,NA
"Otu0354",NA,NA
"Otu0355",NA,NA
"Otu0356",NA,NA
"Otu0357",NA,NA
"Otu0358",NA,NA
"Otu0360",NA,NA
"Otu0361",NA,NA
"Otu0362","Delftia","acidovorans/cf./lacustris/tsuruhatensis"
"Otu0364",NA,NA
"Otu0365",NA,NA
"Otu0366",NA,NA
"Otu0367",NA,NA
"Otu0368",NA,NA
"Otu0369",NA,NA
"Otu0370",NA,NA
"Otu0371",NA,NA
"Otu0372",NA,NA
"Otu0373",NA,NA
"Otu0374",NA,NA
"Otu0375",NA,NA
"Otu0376",NA,NA
"Otu0377",NA,NA
"Otu0379","Ralstonia","detusculanense/insidiosa/mannitolilytica/pickettii/solanacearum/syzygii"
"Otu0380",NA,NA
"Otu0381","Marinobacter","adhaerens/flavimaris/nanhaiticus/similis"
"Otu0382",NA,NA
"Otu0383",NA,NA
"Otu0384",NA,NA
"Otu0385",NA,NA
"Otu0386",NA,NA
"Otu0387",NA,NA
"Otu0388",NA,NA
"Otu0389",NA,NA
"Otu0390",NA,NA
"Otu0391",NA,NA
"Otu0392",NA,NA
"Otu0393",NA,NA
"Otu0394",NA,NA
"Otu0395",NA,NA
"Otu0396","Bermanella","marisrubri"
"Otu0397",NA,NA
"Otu0398",NA,NA
"Otu0399","Halodesulfovibrio","marinisediminis/spirochaetisodalis"
"Otu0400",NA,NA
"Otu0401",NA,NA
"Otu0402",NA,NA
"Otu0403",NA,NA
"Otu0404",NA,NA
"Otu0405",NA,NA
"Otu0406",NA,NA
"Otu0407",NA,NA
"Otu0408",NA,NA
"Otu0409",NA,NA
"Otu0410",NA,NA
"Otu0411",NA,NA
"Otu0413",NA,NA
"Otu0414",NA,NA
"Otu0415",NA,NA
"Otu0417",NA,NA
"Otu0418",NA,NA
"Otu0419",NA,NA
"Otu0420",NA,NA
"Otu0421",NA,NA
"Otu0422",NA,NA
"Otu0423","Stenotrophomonas","acidaminiphila/humi/maltophilia/pavanii"
"Otu0424",NA,NA
"Otu0425",NA,NA
"Otu0426",NA,NA
"Otu0427",NA,NA
"Otu0428",NA,NA
"Otu0429",NA,NA
"Otu0430",NA,NA
"Otu0431",NA,NA
"Otu0432",NA,NA
"Otu0433",NA,NA
"Otu0434",NA,NA
"Otu0435",NA,NA
"Otu0436",NA,NA
"Otu0437",NA,NA
"Otu0438",NA,NA
"Otu0439",NA,NA
"Otu0440",NA,NA
"Otu0441",NA,NA
"Otu0442",NA,NA
"Otu0443",NA,NA
"Otu0444",NA,NA
"Otu0445",NA,NA
"Otu0446",NA,NA
"Otu0447",NA,NA
"Otu0448",NA,NA
"Otu0449",NA,NA
"Otu0450",NA,NA
"Otu0451",NA,NA
"Otu0452",NA,NA
"Otu0453",NA,NA
"Otu0454",NA,NA
"Otu0455",NA,NA
"Otu0456",NA,NA
"Otu0457","Microbulbifer","agarilyticus/celer/chitinilyticus/elongatus/maritimus/rhizosphaerae/taiwanensis/variabilis"
"Otu0458",NA,NA
"Otu0459",NA,NA
"Otu0460",NA,NA
"Otu0461",NA,NA
"Otu0462",NA,NA
"Otu0463",NA,NA
"Otu0464",NA,NA
"Otu0465",NA,NA
"Otu0466",NA,NA
"Otu0467",NA,NA
"Otu0468",NA,NA
"Otu0469",NA,NA
"Otu0470",NA,NA
"Otu0471","Ilumatobacter","nonamiensis"
"Otu0472","Kiloniella","litopenaei"
"Otu0473",NA,NA
"Otu0474",NA,NA
"Otu0475",NA,NA
"Otu0476",NA,NA
"Otu0477",NA,NA
"Otu0478",NA,NA
"Otu0479",NA,NA
"Otu0480",NA,NA
"Otu0481",NA,NA
"Otu0482",NA,NA
"Otu0483",NA,NA
"Otu0484",NA,NA
"Otu0485",NA,NA
"Otu0486",NA,NA
"Otu0487",NA,NA
"Otu0488",NA,NA
"Otu0489",NA,NA
"Otu0490","Trichodesmium","hildebrandtii/thiebautii"
"Otu0491",NA,NA
"Otu0492",NA,NA
"Otu0493",NA,NA
"Otu0494",NA,NA
"Otu0495",NA,NA
"Otu0496",NA,NA
"Otu0497",NA,NA
"Otu0498",NA,NA
"Otu0499",NA,NA
"Otu0500",NA,NA
"Otu0501",NA,NA
"Otu0502",NA,NA
"Otu0503",NA,NA
"Otu0504",NA,NA
"Otu0505",NA,NA
"Otu0506",NA,NA
"Otu0507",NA,NA
"Otu0508",NA,NA
"Otu0509",NA,NA
"Otu0511",NA,NA
"Otu0512",NA,NA
"Otu0513",NA,NA
"Otu0514",NA,NA
"Otu0516",NA,NA
"Otu0517",NA,NA
"Otu0518",NA,NA
"Otu0520",NA,NA
"Otu0521",NA,NA
"Otu0522",NA,NA
"Otu0523",NA,NA
"Otu0524",NA,NA
"Otu0525",NA,NA
"Otu0526",NA,NA
"Otu0527",NA,NA
"Otu0528",NA,NA
"Otu0529",NA,NA
"Otu0530",NA,NA
"Otu0531",NA,NA
"Otu0532",NA,NA
"Otu0533",NA,NA
"Otu0534",NA,NA
"Otu0535",NA,NA
"Otu0536",NA,NA
"Otu0537",NA,NA
"Otu0538",NA,NA
"Otu0539",NA,NA
"Otu0540",NA,NA
"Otu0541",NA,NA
"Otu0542",NA,NA
"Otu0543",NA,NA
"Otu0544",NA,NA
"Otu0545",NA,NA
"Otu0546",NA,NA
"Otu0547",NA,NA
"Otu0548",NA,NA
"Otu0549",NA,NA
"Otu0550",NA,NA
"Otu0552","Pseudomonas","arsenicoxydans/avellanae/borealis/brassicacearum/brenneri/chlororaphis/collierea/ficuserectae/fluorescens/frederiksbergensis/gessardii/libanensis/lini/mandelii/migulae/panacis/proteolytica/putida/syringae/thivervalensis/tolaasii/veronii/yamanorum"
"Otu0553",NA,NA
"Otu0554",NA,NA
"Otu0555",NA,NA
"Otu0556",NA,NA
"Otu0557",NA,NA
"Otu0558",NA,NA
"Otu0559",NA,NA
"Otu0560",NA,NA
"Otu0561",NA,NA
"Otu0562",NA,NA
"Otu0563",NA,NA
"Otu0564",NA,NA
"Otu0565",NA,NA
"Otu0566",NA,NA
"Otu0567",NA,NA
"Otu0568",NA,NA
"Otu0569",NA,NA
"Otu0570",NA,NA
"Otu0571",NA,NA
"Otu0572",NA,NA
"Otu0574",NA,NA
"Otu0575",NA,NA
"Otu0576",NA,NA
"Otu0578",NA,NA
"Otu0579",NA,NA
"Otu0580",NA,NA
"Otu0581",NA,NA
"Otu0582",NA,NA
"Otu0583",NA,NA
"Otu0584",NA,NA
"Otu0585",NA,NA
"Otu0586",NA,NA
"Otu0587",NA,NA
"Otu0588",NA,"altitudinis/amyloliquefaciens/anthracis/bingmayongensis/bombysepticus/cereus/coagulans/cytotoxicus/firmus/gaemokensis/licheniformis/manliponensis/megaterium/meqaterium/mycoides/nealsonii/oryzaecorticis/phage/pneumoniae/pseudomycoides/pumilus/salmalaya/samanii/subtilis/thuringiensis/toyonensis/weihenstephanensis/wiedmannii"
"Otu0589",NA,NA
"Otu0590","Francisella","philomiragia"
"Otu0591",NA,NA
"Otu0592",NA,NA
"Otu0593",NA,NA
"Otu0594",NA,NA
"Otu0595",NA,NA
"Otu0596",NA,NA
"Otu0597",NA,NA
"Otu0598",NA,NA
"Otu0599",NA,NA
"Otu0600",NA,NA
"Otu0601",NA,NA
"Otu0602",NA,NA
"Otu0603",NA,NA
"Otu0604",NA,NA
"Otu0605",NA,NA
"Otu0606",NA,NA
"Otu0607",NA,NA
"Otu0608",NA,NA
"Otu0609",NA,NA
"Otu0610",NA,NA
"Otu0611",NA,NA
"Otu0612",NA,NA
"Otu0613",NA,NA
"Otu0614",NA,NA
"Otu0615",NA,NA
"Otu0616",NA,NA
"Otu0617",NA,NA
"Otu0618",NA,NA
"Otu0620",NA,NA
"Otu0621",NA,NA
"Otu0623",NA,NA
"Otu0624","Thalassospira","australica/povalilytica/profundimaris/tepidiphila/xianhensis"
"Otu0625",NA,NA
"Otu0626",NA,NA
"Otu0627",NA,NA
"Otu0628",NA,NA
"Otu0629",NA,NA
"Otu0630",NA,NA
"Otu0631",NA,NA
"Otu0632",NA,NA
"Otu0633",NA,NA
"Otu0634",NA,NA
"Otu0635",NA,NA
"Otu0636",NA,NA
"Otu0637",NA,NA
"Otu0638",NA,NA
"Otu0639",NA,NA
"Otu0640",NA,NA
"Otu0641",NA,NA
"Otu0642",NA,NA
"Otu0643",NA,NA
"Otu0644",NA,NA
"Otu0645",NA,NA
"Otu0646",NA,NA
"Otu0648",NA,NA
"Otu0649",NA,NA
"Otu0650",NA,NA
"Otu0651",NA,NA
"Otu0652",NA,NA
"Otu0653",NA,NA
"Otu0654",NA,NA
"Otu0655",NA,NA
"Otu0656",NA,NA
"Otu0657",NA,NA
"Otu0658",NA,NA
"Otu0659",NA,NA
"Otu0660",NA,NA
"Otu0661",NA,NA
"Otu0662",NA,NA
"Otu0663",NA,NA
"Otu0664",NA,NA
"Otu0665",NA,NA
"Otu0666",NA,NA
"Otu0667",NA,NA
"Otu0668",NA,NA
"Otu0669",NA,NA
"Otu0670",NA,NA
"Otu0671",NA,NA
"Otu0672",NA,NA
"Otu0673",NA,NA
"Otu0674",NA,NA
"Otu0675",NA,NA
"Otu0676",NA,NA
"Otu0677",NA,NA
"Otu0678",NA,NA
"Otu0679",NA,NA
"Otu0680",NA,NA
"Otu0681",NA,NA
"Otu0682",NA,NA
"Otu0683",NA,NA
"Otu0684",NA,NA
"Otu0685",NA,NA
"Otu0686",NA,NA
"Otu0687",NA,NA
"Otu0688",NA,NA
"Otu0689",NA,NA
"Otu0690",NA,NA
"Otu0691",NA,NA
"Otu0692",NA,NA
"Otu0693",NA,NA
"Otu0694",NA,NA
"Otu0695",NA,NA
"Otu0696",NA,NA
"Otu0697",NA,NA
"Otu0699",NA,NA
"Otu0700",NA,NA
"Otu0701",NA,NA
"Otu0702",NA,NA
"Otu0703",NA,NA
"Otu0704",NA,NA
"Otu0705",NA,NA
"Otu0706",NA,NA
"Otu0707",NA,NA
"Otu0708",NA,NA
"Otu0709",NA,NA
"Otu0710",NA,NA
"Otu0711",NA,NA
"Otu0712",NA,NA
"Otu0713",NA,NA
"Otu0714",NA,NA
"Otu0715",NA,NA
"Otu0716",NA,NA
"Otu0717",NA,NA
"Otu0718",NA,NA
"Otu0719",NA,NA
"Otu0720",NA,NA
"Otu0721",NA,NA
"Otu0722",NA,NA
"Otu0723",NA,NA
"Otu0724",NA,NA
"Otu0725",NA,NA
"Otu0726",NA,NA
"Otu0727",NA,NA
"Otu0728",NA,NA
"Otu0729",NA,NA
"Otu0730",NA,NA
"Otu0731",NA,NA
"Otu0732",NA,NA
"Otu0733",NA,NA
"Otu0734",NA,NA
"Otu0735",NA,NA
"Otu0736",NA,NA
"Otu0737",NA,NA
"Otu0738",NA,NA
"Otu0739",NA,NA
"Otu0740",NA,NA
"Otu0741",NA,NA
"Otu0742",NA,NA
"Otu0743",NA,NA
"Otu0744",NA,NA
"Otu0745",NA,NA
"Otu0746",NA,NA
"Otu0747",NA,NA
"Otu0748",NA,NA
"Otu0750",NA,NA
"Otu0751",NA,NA
"Otu0752",NA,NA
"Otu0753",NA,NA
"Otu0754",NA,NA
"Otu0755",NA,NA
"Otu0756",NA,NA
"Otu0758",NA,NA
"Otu0759",NA,NA
"Otu0760",NA,NA
"Otu0761",NA,NA
"Otu0762",NA,NA
"Otu0763",NA,NA
"Otu0764",NA,NA
"Otu0765",NA,NA
"Otu0766",NA,NA
"Otu0767",NA,NA
"Otu0768",NA,NA
"Otu0769","Herbaspirillum","aquaticum/chlorophenolicum/frisingense/huttiense/rubrisubalbicans/seropedicae"
"Otu0770",NA,NA
"Otu0771",NA,NA
"Otu0772",NA,NA
"Otu0773","Sphingomonas","adhaesiva/ginsenosidimutans/yunnanensis"
"Otu0774",NA,NA
"Otu0775",NA,NA
"Otu0776",NA,NA
"Otu0777",NA,NA
"Otu0778",NA,NA
"Otu0779",NA,NA
"Otu0780",NA,NA
"Otu0781",NA,NA
"Otu0782",NA,NA
"Otu0783",NA,NA
"Otu0784",NA,NA
"Otu0785",NA,NA
"Otu0786",NA,NA
"Otu0787",NA,NA
"Otu0788",NA,NA
"Otu0789","Oceanospirillum","linum/nioense"
"Otu0790",NA,NA
"Otu0791",NA,NA
"Otu0792",NA,NA
"Otu0793",NA,NA
"Otu0794",NA,NA
"Otu0795",NA,NA
"Otu0796",NA,NA
"Otu0797",NA,NA
"Otu0798",NA,NA
"Otu0800",NA,NA
"Otu0801",NA,NA
"Otu0802",NA,NA
"Otu0803",NA,NA
"Otu0804",NA,NA
"Otu0805",NA,NA
"Otu0806",NA,NA
"Otu0807",NA,NA
"Otu0808",NA,NA
"Otu0809",NA,NA
"Otu0810",NA,NA
"Otu0812",NA,NA
"Otu0813",NA,NA
"Otu0814",NA,NA
"Otu0815",NA,NA
"Otu0816",NA,NA
"Otu0817",NA,NA
"Otu0818",NA,NA
"Otu0819",NA,NA
"Otu0820",NA,NA
"Otu0822",NA,NA
"Otu0823",NA,NA
"Otu0825",NA,NA
"Otu0826",NA,NA
"Otu0827",NA,NA
"Otu0828",NA,NA
"Otu0829",NA,NA
"Otu0830",NA,NA
"Otu0831",NA,NA
"Otu0833",NA,NA
"Otu0834",NA,NA
"Otu0835",NA,NA
"Otu0836",NA,NA
"Otu0837",NA,NA
"Otu0838",NA,NA
"Otu0839",NA,NA
"Otu0840",NA,NA
"Otu0841","Sphingopyxis","alaskensis/bauzanensis/chilensis/fribergensis/ginsengisoli/italica/panaciterrae"
"Otu0842",NA,NA
"Otu0843",NA,NA
"Otu0844",NA,NA
"Otu0845",NA,NA
"Otu0846",NA,NA
"Otu0847",NA,NA
"Otu0848",NA,NA
"Otu0849",NA,NA
"Otu0850",NA,NA
"Otu0851",NA,NA
"Otu0852",NA,NA
"Otu0853",NA,NA
"Otu0854",NA,NA
"Otu0855",NA,NA
"Otu0856",NA,NA
"Otu0857",NA,NA
"Otu0858",NA,NA
"Otu0859",NA,NA
"Otu0860",NA,NA
"Otu0861",NA,NA
"Otu0863",NA,NA
"Otu0864",NA,NA
"Otu0865",NA,NA
"Otu0866",NA,NA
"Otu0867",NA,NA
"Otu0868",NA,NA
"Otu0869",NA,NA
"Otu0870",NA,NA
"Otu0871",NA,NA
"Otu0872",NA,NA
"Otu0873","Pseudoteredinibacter","isoporae"
"Otu0874",NA,NA
"Otu0875",NA,NA
"Otu0876",NA,NA
"Otu0877",NA,NA
"Otu0878",NA,NA
"Otu0879",NA,NA
"Otu0880",NA,NA
"Otu0881",NA,NA
"Otu0882",NA,NA
"Otu0883",NA,NA
"Otu0884",NA,NA
"Otu0885",NA,NA
"Otu0886",NA,NA
"Otu0887",NA,NA
"Otu0888",NA,NA
"Otu0889","Altererythrobacter","ishigakiensis"
"Otu0891",NA,NA
"Otu0892",NA,NA
"Otu0893",NA,NA
"Otu0894",NA,NA
"Otu0895",NA,NA
"Otu0896",NA,NA
"Otu0897",NA,NA
"Otu0898",NA,NA
"Otu0900",NA,NA
"Otu0901",NA,NA
"Otu0902",NA,NA
"Otu0903",NA,NA
"Otu0904",NA,NA
"Otu0905",NA,NA
"Otu0906",NA,NA
"Otu0907",NA,NA
"Otu0908",NA,NA
"Otu0909",NA,NA
"Otu0910",NA,NA
"Otu0911",NA,NA
"Otu0912",NA,NA
"Otu0913",NA,NA
"Otu0914",NA,NA
"Otu0915",NA,NA
"Otu0916",NA,NA
"Otu0917",NA,NA
"Otu0918","Tepidibacter","mesophilus"
"Otu0919",NA,NA
"Otu0920",NA,NA
"Otu0921",NA,NA
"Otu0922",NA,NA
"Otu0923",NA,NA
"Otu0924",NA,NA
"Otu0925",NA,NA
"Otu0926",NA,NA
"Otu0927",NA,NA
"Otu0928",NA,NA
"Otu0929",NA,NA
"Otu0931",NA,NA
"Otu0932",NA,NA
"Otu0934",NA,NA
"Otu0935",NA,NA
"Otu0937","Lawsonella","clevelandensis"
"Otu0938",NA,NA
"Otu0939",NA,NA
"Otu0940",NA,NA
"Otu0941",NA,NA
"Otu0942",NA,NA
"Otu0943",NA,NA
"Otu0944",NA,NA
"Otu0945",NA,NA
"Otu0946",NA,NA
"Otu0947",NA,NA
"Otu0948",NA,NA
"Otu0949",NA,NA
"Otu0950",NA,NA
"Otu0951",NA,NA
"Otu0952",NA,NA
"Otu0953",NA,NA
"Otu0954",NA,NA
"Otu0955",NA,NA
"Otu0956",NA,NA
"Otu0957",NA,NA
"Otu0958",NA,NA
"Otu0959",NA,NA
"Otu0960",NA,NA
"Otu0961",NA,NA
"Otu0962",NA,NA
"Otu0963",NA,NA
"Otu0964",NA,NA
"Otu0965",NA,NA
"Otu0966",NA,NA
"Otu0967",NA,NA
"Otu0968",NA,NA
"Otu0970",NA,NA
"Otu0971",NA,NA
"Otu0972",NA,NA
