"","Genus","Species"
"Otu0973","Streptococcus","anginosus/cristatus/gordonii/infantis/mitis/oralis/pneumoniae/pseudopneumoniae/sanguinis/timonensis"
"Otu0974",NA,NA
"Otu0975",NA,NA
"Otu0976",NA,NA
"Otu0977",NA,NA
"Otu0978",NA,NA
"Otu0979","Pseudomonas","indoloxydans/songnenensis/stutzeri/xanthomarina/zhaodongensis"
"Otu0980",NA,NA
"Otu0981",NA,NA
"Otu0982",NA,NA
"Otu0983",NA,NA
"Otu0984",NA,NA
"Otu0985",NA,NA
"Otu0986",NA,NA
"Otu0987",NA,NA
"Otu0988",NA,NA
"Otu0989",NA,NA
"Otu0990",NA,NA
"Otu0991",NA,NA
"Otu0993",NA,NA
"Otu0994",NA,NA
"Otu0995",NA,NA
"Otu0996",NA,NA
"Otu0997",NA,NA
"Otu0998",NA,NA
"Otu0999","Arthrobacter","crystallopoietes"
"Otu1000",NA,NA
"Otu1001",NA,NA
"Otu1002",NA,NA
"Otu1003",NA,NA
"Otu1004",NA,NA
"Otu1005",NA,NA
"Otu1006",NA,NA
"Otu1007",NA,NA
"Otu1008",NA,NA
"Otu1009",NA,NA
"Otu1010",NA,NA
"Otu1011",NA,NA
"Otu1012",NA,NA
"Otu1013",NA,NA
"Otu1014",NA,NA
"Otu1015",NA,NA
"Otu1016",NA,NA
"Otu1017",NA,NA
"Otu1018","Pyruvatibacter","mobilis"
"Otu1019",NA,NA
"Otu1020",NA,NA
"Otu1021",NA,NA
"Otu1022",NA,NA
"Otu1023",NA,NA
"Otu1025",NA,NA
"Otu1026",NA,NA
"Otu1027",NA,NA
"Otu1028",NA,NA
"Otu1029",NA,NA
"Otu1030",NA,NA
"Otu1031",NA,NA
"Otu1032",NA,NA
"Otu1033",NA,NA
"Otu1034",NA,NA
"Otu1035",NA,NA
"Otu1036",NA,NA
"Otu1037",NA,NA
"Otu1038",NA,NA
"Otu1039",NA,NA
"Otu1040",NA,NA
"Otu1041",NA,NA
"Otu1042",NA,NA
"Otu1043",NA,NA
"Otu1044","Rhizobium","daejeonense/leguminosarum/naphthalenivorans/nepotum/rhizogenes"
"Otu1045",NA,NA
"Otu1046",NA,NA
"Otu1047",NA,NA
"Otu1049",NA,NA
"Otu1050",NA,NA
"Otu1053",NA,NA
"Otu1055",NA,NA
"Otu1057",NA,NA
"Otu1058",NA,NA
"Otu1059",NA,NA
"Otu1060",NA,NA
"Otu1061","Aureicoccus","marinus"
"Otu1062",NA,NA
"Otu1063",NA,NA
"Otu1064",NA,NA
"Otu1065",NA,NA
"Otu1066",NA,NA
"Otu1067","Aliiglaciecola","lipolytica/litoralis"
"Otu1068",NA,NA
"Otu1070",NA,NA
"Otu1071",NA,NA
"Otu1072",NA,NA
"Otu1073",NA,NA
"Otu1074",NA,NA
"Otu1075",NA,NA
"Otu1076",NA,NA
"Otu1077",NA,NA
"Otu1078",NA,NA
"Otu1079",NA,NA
"Otu1080",NA,NA
"Otu1081",NA,NA
"Otu1082",NA,NA
"Otu1083",NA,NA
"Otu1084",NA,NA
"Otu1085",NA,NA
"Otu1086",NA,NA
"Otu1087",NA,NA
"Otu1088",NA,NA
"Otu1089",NA,NA
"Otu1090",NA,NA
"Otu1091",NA,NA
"Otu1092",NA,NA
"Otu1093",NA,NA
"Otu1094",NA,NA
"Otu1095",NA,NA
"Otu1096",NA,NA
"Otu1097",NA,NA
"Otu1098",NA,NA
"Otu1100",NA,NA
"Otu1101",NA,NA
"Otu1102",NA,NA
"Otu1103",NA,NA
"Otu1104",NA,NA
"Otu1105",NA,NA
"Otu1106",NA,NA
"Otu1107",NA,NA
"Otu1108",NA,NA
"Otu1109",NA,NA
"Otu1110",NA,NA
"Otu1111",NA,NA
"Otu1112",NA,NA
"Otu1114",NA,NA
"Otu1115",NA,NA
"Otu1116",NA,NA
"Otu1117",NA,NA
"Otu1118",NA,NA
"Otu1119",NA,NA
"Otu1120",NA,NA
"Otu1121","Enhydrobacter","aerosaccus"
"Otu1122",NA,NA
"Otu1123",NA,NA
"Otu1126",NA,NA
"Otu1127",NA,NA
"Otu1128",NA,NA
"Otu1129",NA,NA
"Otu1130",NA,NA
"Otu1131",NA,NA
"Otu1132",NA,NA
"Otu1133",NA,NA
"Otu1134",NA,NA
"Otu1135",NA,NA
"Otu1136",NA,NA
"Otu1137",NA,NA
"Otu1138",NA,NA
"Otu1139",NA,NA
"Otu1141",NA,NA
"Otu1143",NA,NA
"Otu1144",NA,NA
"Otu1145",NA,NA
"Otu1146",NA,NA
"Otu1147",NA,NA
"Otu1148",NA,NA
"Otu1149",NA,NA
"Otu1150",NA,NA
"Otu1151",NA,NA
"Otu1152",NA,NA
"Otu1153",NA,NA
"Otu1154",NA,NA
"Otu1155",NA,NA
"Otu1156",NA,NA
"Otu1157",NA,NA
"Otu1158",NA,NA
"Otu1159",NA,NA
"Otu1160",NA,NA
"Otu1161",NA,NA
"Otu1162",NA,NA
"Otu1163",NA,NA
"Otu1164",NA,NA
"Otu1165",NA,NA
"Otu1166",NA,NA
"Otu1167",NA,NA
"Otu1168",NA,NA
"Otu1169",NA,NA
"Otu1170",NA,NA
"Otu1171",NA,NA
"Otu1172",NA,NA
"Otu1173",NA,NA
"Otu1174",NA,NA
"Otu1175",NA,NA
"Otu1176","Psychrobacter","halophilus/marincola/maritimus/psychrophilus/submarinus"
"Otu1177","Cohaesibacter","gelatinilyticus"
"Otu1178",NA,NA
"Otu1179",NA,NA
"Otu1180",NA,NA
"Otu1181",NA,NA
"Otu1182",NA,NA
"Otu1183",NA,NA
"Otu1184",NA,NA
"Otu1185",NA,NA
"Otu1186",NA,NA
"Otu1187",NA,NA
"Otu1188",NA,NA
"Otu1189",NA,NA
"Otu1190",NA,NA
"Otu1191",NA,NA
"Otu1192",NA,NA
"Otu1193",NA,NA
"Otu1194",NA,NA
"Otu1195",NA,NA
"Otu1197",NA,NA
"Otu1198",NA,NA
"Otu1199",NA,NA
"Otu1200",NA,NA
"Otu1201",NA,NA
"Otu1202",NA,NA
"Otu1203","Oceanirhabdus","sediminicola"
"Otu1204",NA,NA
"Otu1205",NA,NA
"Otu1206",NA,NA
"Otu1207",NA,NA
"Otu1208",NA,NA
"Otu1209",NA,NA
"Otu1210",NA,NA
"Otu1212",NA,NA
"Otu1213",NA,NA
"Otu1214",NA,NA
"Otu1215",NA,NA
"Otu1216",NA,NA
"Otu1217",NA,NA
"Otu1218",NA,NA
"Otu1219",NA,NA
"Otu1220",NA,NA
"Otu1221",NA,NA
"Otu1222",NA,NA
"Otu1223",NA,NA
"Otu1224",NA,NA
"Otu1225",NA,NA
"Otu1226",NA,NA
"Otu1227",NA,NA
"Otu1228","Flammeovirga","aprica"
"Otu1229",NA,NA
"Otu1230","Cobetia","amphilecti/litoralis/marina/pacifica"
"Otu1231",NA,NA
"Otu1232",NA,NA
"Otu1233",NA,NA
"Otu1234",NA,NA
"Otu1235",NA,NA
"Otu1236",NA,NA
"Otu1237",NA,NA
"Otu1238",NA,NA
"Otu1239",NA,NA
"Otu1240",NA,NA
"Otu1241",NA,NA
"Otu1242",NA,NA
"Otu1243",NA,NA
"Otu1244",NA,NA
"Otu1245",NA,NA
"Otu1246",NA,NA
"Otu1247",NA,NA
"Otu1248",NA,NA
"Otu1249",NA,NA
"Otu1250",NA,NA
"Otu1251",NA,NA
"Otu1252",NA,NA
"Otu1253",NA,NA
"Otu1254",NA,NA
"Otu1255",NA,NA
"Otu1256",NA,NA
"Otu1257",NA,NA
"Otu1258",NA,NA
"Otu1259",NA,NA
"Otu1260",NA,NA
"Otu1261",NA,NA
"Otu1262","Corynebacterium","amycolatum/jeikeium/lactis/urealyticum/vitaeruminis"
"Otu1263",NA,NA
"Otu1264",NA,NA
"Otu1265",NA,NA
"Otu1266",NA,NA
"Otu1267",NA,NA
"Otu1268",NA,NA
"Otu1269",NA,NA
"Otu1270",NA,NA
"Otu1272",NA,NA
"Otu1273",NA,NA
"Otu1274",NA,NA
"Otu1275",NA,NA
"Otu1277",NA,NA
"Otu1278",NA,NA
"Otu1279",NA,NA
"Otu1280",NA,NA
"Otu1281",NA,NA
"Otu1282",NA,NA
"Otu1283",NA,NA
"Otu1284",NA,NA
"Otu1285",NA,NA
"Otu1286",NA,NA
"Otu1287",NA,NA
"Otu1288",NA,NA
"Otu1289","Corynebacterium","aurimucosum/pseudogenitalium/tuberculostearicum"
"Otu1290",NA,NA
"Otu1291",NA,NA
"Otu1292",NA,NA
"Otu1293",NA,NA
"Otu1294",NA,NA
"Otu1295",NA,NA
"Otu1296",NA,NA
"Otu1297",NA,NA
"Otu1298",NA,NA
"Otu1300",NA,NA
"Otu1301",NA,NA
"Otu1302",NA,NA
"Otu1303",NA,NA
"Otu1304",NA,NA
"Otu1305",NA,NA
"Otu1307",NA,NA
"Otu1308",NA,NA
"Otu1309",NA,NA
"Otu1310",NA,NA
"Otu1311",NA,NA
"Otu1312",NA,NA
"Otu1313",NA,NA
"Otu1314",NA,NA
"Otu1315",NA,NA
"Otu1316",NA,NA
"Otu1317",NA,NA
"Otu1318",NA,NA
"Otu1319",NA,NA
"Otu1320",NA,NA
"Otu1321",NA,NA
"Otu1322",NA,NA
"Otu1323",NA,NA
"Otu1324",NA,NA
"Otu1325",NA,NA
"Otu1326","Anaeromicrobium","sediminis"
"Otu1327","Pseudobacteriovorax","antillogorgiicola"
"Otu1328",NA,NA
"Otu1329",NA,NA
"Otu1330",NA,NA
"Otu1332",NA,NA
"Otu1333",NA,NA
"Otu1335",NA,NA
"Otu1336",NA,NA
"Otu1338",NA,NA
"Otu1341",NA,NA
"Otu1342",NA,NA
"Otu1343",NA,NA
"Otu1344",NA,NA
"Otu1345",NA,NA
"Otu1346",NA,NA
"Otu1347",NA,NA
"Otu1348",NA,NA
"Otu1349",NA,NA
"Otu1350",NA,NA
"Otu1351",NA,NA
"Otu1352",NA,NA
"Otu1353",NA,NA
"Otu1354",NA,NA
"Otu1355",NA,NA
"Otu1356",NA,NA
"Otu1357","Winogradskyella","aquimaris"
"Otu1358",NA,NA
"Otu1359",NA,NA
"Otu1360",NA,NA
"Otu1361",NA,NA
"Otu1362",NA,NA
"Otu1363",NA,NA
"Otu1364",NA,NA
"Otu1365",NA,NA
"Otu1366",NA,NA
"Otu1367",NA,NA
"Otu1369",NA,NA
"Otu1370",NA,NA
"Otu1371",NA,NA
"Otu1372",NA,NA
"Otu1373",NA,NA
"Otu1374",NA,NA
"Otu1375",NA,NA
"Otu1376",NA,NA
"Otu1377",NA,NA
"Otu1378",NA,NA
"Otu1379",NA,NA
"Otu1380",NA,NA
"Otu1381",NA,NA
"Otu1382",NA,NA
"Otu1383",NA,NA
"Otu1384",NA,NA
"Otu1385","Moorea","bouillonii/producens"
"Otu1386",NA,NA
"Otu1387",NA,NA
"Otu1388",NA,NA
"Otu1389",NA,NA
"Otu1390",NA,NA
"Otu1391",NA,NA
"Otu1392",NA,NA
"Otu1393",NA,NA
"Otu1394",NA,NA
"Otu1395",NA,NA
"Otu1396",NA,NA
"Otu1397",NA,NA
"Otu1398",NA,NA
"Otu1399",NA,NA
"Otu1400",NA,NA
"Otu1401",NA,NA
"Otu1402",NA,NA
"Otu1403",NA,NA
"Otu1404",NA,NA
"Otu1405",NA,NA
"Otu1406",NA,NA
"Otu1407",NA,NA
"Otu1408",NA,NA
"Otu1409",NA,NA
"Otu1410",NA,NA
"Otu1411",NA,NA
"Otu1412",NA,NA
"Otu1413",NA,NA
"Otu1414",NA,NA
"Otu1415",NA,NA
"Otu1417",NA,NA
"Otu1418",NA,"aspalathi/bryophila/caffeinilytica/caledonica/fungorum/insulsa/phenazinium/phytofirmans/rhynchosiae/sediminicola/symbiont/terricola"
"Otu1419",NA,NA
"Otu1420",NA,NA
"Otu1421",NA,NA
"Otu1422",NA,NA
"Otu1423",NA,NA
"Otu1424",NA,NA
"Otu1425",NA,NA
"Otu1426",NA,NA
"Otu1427",NA,NA
"Otu1428",NA,NA
"Otu1429",NA,NA
"Otu1430",NA,NA
"Otu1431",NA,NA
"Otu1432",NA,NA
"Otu1433",NA,NA
"Otu1434",NA,NA
"Otu1435",NA,NA
"Otu1436",NA,NA
"Otu1437",NA,NA
"Otu1438",NA,NA
"Otu1439",NA,NA
"Otu1440",NA,NA
"Otu1441",NA,NA
"Otu1442",NA,NA
"Otu1443",NA,NA
"Otu1444",NA,NA
"Otu1445",NA,NA
"Otu1446",NA,NA
"Otu1447",NA,NA
"Otu1448","Corynebacterium","coyleae/mucifaciens"
"Otu1449",NA,NA
"Otu1450",NA,NA
"Otu1451",NA,NA
"Otu1452",NA,NA
"Otu1453",NA,NA
"Otu1454",NA,NA
"Otu1455","Persicobacter","psychrovividus"
"Otu1456",NA,NA
"Otu1457",NA,NA
"Otu1458",NA,NA
"Otu1460",NA,NA
"Otu1461",NA,NA
"Otu1462",NA,NA
"Otu1463",NA,NA
"Otu1464",NA,NA
"Otu1466",NA,NA
"Otu1467",NA,NA
"Otu1468",NA,NA
"Otu1469",NA,NA
"Otu1470",NA,NA
"Otu1472",NA,NA
"Otu1473",NA,NA
"Otu1474",NA,NA
"Otu1475",NA,NA
"Otu1476",NA,NA
"Otu1477",NA,NA
"Otu1478",NA,NA
"Otu1479",NA,NA
"Otu1480",NA,NA
"Otu1481",NA,NA
"Otu1482",NA,NA
"Otu1483",NA,NA
"Otu1484",NA,NA
"Otu1485",NA,NA
"Otu1486",NA,NA
"Otu1487",NA,NA
"Otu1488",NA,NA
"Otu1489",NA,NA
"Otu1491",NA,NA
"Otu1492",NA,NA
"Otu1493",NA,NA
"Otu1494",NA,NA
"Otu1495",NA,NA
"Otu1496",NA,NA
"Otu1497","Azoarcus","olearius"
"Otu1498",NA,NA
"Otu1500",NA,NA
"Otu1501",NA,NA
"Otu1502",NA,NA
"Otu1503",NA,NA
"Otu1504",NA,NA
"Otu1505",NA,NA
"Otu1506",NA,NA
"Otu1507",NA,NA
"Otu1508",NA,NA
"Otu1509",NA,"americanum/arachidis/betae/broomeae/canariense/centrosemae/daqingense/denitrificans/diazoefficiens/elkanii/embrapense/erythrophlei/ferriligni/group/guangxiense/huanghuaihaiense/icense/ingae/iriomotense/japonicum/jicamae/lablabi/liaoningense/lupini/neotropicale/oligotrophicum/ottawaense/pachyrhizi/paxllaeri/retamae/stylosanthis/tropiciagri/valentinum/viridifuturi/yuanmingense"
"Otu1510",NA,NA
"Otu1511",NA,NA
"Otu1512",NA,NA
"Otu1513",NA,NA
"Otu1514",NA,NA
"Otu1515",NA,NA
"Otu1516",NA,NA
"Otu1517",NA,NA
"Otu1518",NA,NA
"Otu1519",NA,NA
"Otu1521",NA,NA
"Otu1522",NA,NA
"Otu1523",NA,NA
"Otu1524",NA,NA
"Otu1525",NA,NA
"Otu1526",NA,NA
"Otu1527",NA,NA
"Otu1529",NA,NA
"Otu1530",NA,NA
"Otu1531",NA,NA
"Otu1532",NA,NA
"Otu1533",NA,NA
"Otu1534",NA,NA
"Otu1535",NA,NA
"Otu1536",NA,NA
"Otu1537",NA,NA
"Otu1538",NA,NA
"Otu1539",NA,NA
"Otu1540",NA,NA
"Otu1541",NA,NA
"Otu1542",NA,NA
"Otu1543",NA,NA
"Otu1544",NA,NA
"Otu1545",NA,NA
"Otu1546",NA,NA
"Otu1547",NA,NA
"Otu1548",NA,NA
"Otu1549",NA,NA
"Otu1550",NA,NA
"Otu1551","Bosea","eneae/lathyri/massiliensis/thiooxidans/vaviloviae/vestrisii"
"Otu1552",NA,NA
"Otu1553",NA,NA
"Otu1555",NA,NA
"Otu1556",NA,NA
"Otu1557",NA,NA
"Otu1558",NA,NA
"Otu1559",NA,NA
"Otu1561",NA,NA
"Otu1562",NA,NA
"Otu1563",NA,NA
"Otu1564",NA,NA
"Otu1565",NA,NA
"Otu1566","Porticoccus","litoralis"
"Otu1567",NA,NA
"Otu1568",NA,NA
"Otu1569",NA,NA
"Otu1570",NA,NA
"Otu1571",NA,NA
"Otu1572",NA,NA
"Otu1573",NA,NA
"Otu1574",NA,NA
"Otu1575",NA,NA
"Otu1576",NA,NA
"Otu1577",NA,NA
"Otu1578",NA,NA
"Otu1579",NA,NA
"Otu1580",NA,NA
"Otu1581",NA,NA
"Otu1582",NA,NA
"Otu1583",NA,NA
"Otu1584",NA,NA
"Otu1585",NA,NA
"Otu1586",NA,NA
"Otu1588",NA,NA
"Otu1589","Pseudomaricurvus","alkylphenolicus"
"Otu1590",NA,NA
"Otu1592",NA,NA
"Otu1593",NA,NA
"Otu1594",NA,NA
"Otu1596",NA,NA
"Otu1597",NA,NA
"Otu1598",NA,NA
"Otu1599",NA,NA
"Otu1601",NA,NA
"Otu1602",NA,NA
"Otu1603",NA,NA
"Otu1605",NA,NA
"Otu1606",NA,NA
"Otu1607",NA,NA
"Otu1608",NA,NA
"Otu1609",NA,NA
"Otu1610",NA,NA
"Otu1611",NA,NA
"Otu1612",NA,NA
"Otu1613",NA,NA
"Otu1615",NA,NA
"Otu1616",NA,NA
"Otu1617",NA,NA
"Otu1618",NA,NA
"Otu1619",NA,NA
"Otu1620",NA,NA
"Otu1621",NA,NA
"Otu1622",NA,NA
"Otu1623",NA,NA
"Otu1624",NA,NA
"Otu1625",NA,NA
"Otu1626",NA,NA
"Otu1628",NA,NA
"Otu1629",NA,NA
"Otu1630",NA,NA
"Otu1631",NA,NA
"Otu1632",NA,NA
"Otu1633",NA,NA
"Otu1634",NA,NA
"Otu1635",NA,NA
"Otu1636",NA,NA
"Otu1637",NA,NA
"Otu1638",NA,NA
"Otu1639",NA,NA
"Otu1640",NA,NA
"Otu1641",NA,NA
"Otu1642",NA,NA
"Otu1643",NA,NA
"Otu1644",NA,NA
"Otu1645",NA,NA
"Otu1646",NA,NA
"Otu1647",NA,NA
"Otu1648",NA,NA
"Otu1649",NA,NA
"Otu1650",NA,NA
"Otu1652",NA,NA
"Otu1653",NA,NA
"Otu1654",NA,NA
"Otu1655",NA,NA
"Otu1656",NA,NA
"Otu1657",NA,NA
"Otu1659","Methylobacterium","aminovorans/extorquens/organophilum/podarium/populi/pseudosasae/rhodesianum/suomiense/thiocyanatum/zatmanii"
"Otu1660",NA,NA
"Otu1661",NA,NA
"Otu1662",NA,NA
"Otu1663",NA,NA
"Otu1664",NA,NA
"Otu1666",NA,NA
"Otu1667",NA,NA
"Otu1668",NA,NA
"Otu1669",NA,NA
"Otu1670",NA,NA
"Otu1671",NA,NA
"Otu1672",NA,NA
"Otu1673",NA,NA
"Otu1674",NA,NA
"Otu1675",NA,NA
"Otu1676",NA,NA
"Otu1677",NA,NA
"Otu1678",NA,NA
"Otu1679",NA,NA
"Otu1680",NA,NA
"Otu1681",NA,NA
"Otu1682",NA,NA
"Otu1683",NA,NA
"Otu1684",NA,NA
"Otu1685",NA,NA
"Otu1686",NA,NA
"Otu1688",NA,NA
"Otu1689",NA,NA
"Otu1690",NA,NA
"Otu1693",NA,NA
"Otu1694",NA,NA
"Otu1695",NA,NA
"Otu1696",NA,NA
"Otu1697",NA,NA
"Otu1698",NA,NA
"Otu1699",NA,NA
"Otu1700",NA,NA
"Otu1702",NA,NA
"Otu1703",NA,NA
"Otu1704",NA,NA
"Otu1705",NA,NA
"Otu1706",NA,NA
"Otu1707",NA,NA
"Otu1708",NA,NA
"Otu1709",NA,NA
"Otu1710",NA,NA
"Otu1711",NA,NA
"Otu1712",NA,NA
"Otu1713",NA,NA
"Otu1714",NA,NA
"Otu1715",NA,NA
"Otu1716",NA,NA
"Otu1717",NA,NA
"Otu1718",NA,NA
"Otu1719",NA,NA
"Otu1720",NA,NA
"Otu1721",NA,NA
"Otu1722",NA,NA
"Otu1723",NA,NA
"Otu1724",NA,NA
"Otu1725",NA,NA
"Otu1726",NA,NA
"Otu1727",NA,NA
"Otu1728","Micrococcus","alkanovora/aloeverae/antarcticus/cohnii/endophyticus/flavus/indicus/luteus/lylae/thailandicus/yunnanensis"
"Otu1730",NA,NA
"Otu1731",NA,NA
"Otu1732",NA,NA
"Otu1733",NA,NA
"Otu1734",NA,NA
"Otu1735",NA,NA
"Otu1736",NA,NA
"Otu1737",NA,NA
"Otu1738","Lactococcus","garvieae/lactis/taiwanensis"
"Otu1739",NA,NA
"Otu1740",NA,NA
"Otu1741",NA,NA
"Otu1742",NA,NA
"Otu1743",NA,NA
"Otu1744",NA,NA
"Otu1745",NA,NA
"Otu1746",NA,NA
"Otu1747",NA,NA
"Otu1748",NA,NA
"Otu1749","Streptococcus","equinus/gallolyticus/infantarius/lutetiensis"
"Otu1750",NA,NA
"Otu1751",NA,NA
"Otu1752",NA,NA
"Otu1753",NA,NA
"Otu1754",NA,NA
"Otu1755",NA,NA
"Otu1756",NA,NA
"Otu1757",NA,NA
"Otu1758",NA,NA
"Otu1759",NA,NA
"Otu1761",NA,NA
"Otu1762",NA,NA
"Otu1763",NA,NA
"Otu1765",NA,NA
"Otu1767",NA,NA
"Otu1768",NA,NA
"Otu1769",NA,NA
"Otu1770",NA,NA
"Otu1771",NA,NA
"Otu1772",NA,NA
"Otu1773",NA,NA
"Otu1774",NA,NA
"Otu1775",NA,NA
"Otu1776",NA,NA
"Otu1777",NA,NA
"Otu1778",NA,NA
"Otu1779",NA,NA
"Otu1781",NA,NA
"Otu1782",NA,NA
"Otu1783",NA,NA
"Otu1784",NA,NA
"Otu1785",NA,NA
"Otu1786",NA,NA
"Otu1787",NA,NA
"Otu1788",NA,NA
"Otu1789",NA,NA
"Otu1790",NA,NA
"Otu1791",NA,NA
"Otu1792","Lysobacter","mobilis/xinjiangensis"
"Otu1793",NA,NA
"Otu1794",NA,NA
"Otu1795","Gilvibacter","sediminis"
"Otu1796",NA,NA
"Otu1797",NA,NA
"Otu1798",NA,NA
"Otu1799",NA,NA
"Otu1800",NA,NA
"Otu1801",NA,NA
"Otu1802",NA,NA
"Otu1803",NA,NA
"Otu1804",NA,NA
"Otu1805",NA,NA
"Otu1806",NA,NA
"Otu1807",NA,NA
"Otu1808",NA,NA
"Otu1809",NA,NA
"Otu1810",NA,NA
"Otu1811",NA,NA
"Otu1812",NA,NA
"Otu1813",NA,NA
"Otu1814",NA,NA
"Otu1816",NA,NA
"Otu1817",NA,NA
"Otu1818",NA,NA
"Otu1819",NA,NA
"Otu1820",NA,NA
"Otu1821",NA,NA
"Otu1822",NA,NA
"Otu1823",NA,NA
"Otu1824",NA,NA
"Otu1825",NA,NA
"Otu1826",NA,NA
"Otu1827",NA,NA
"Otu1828",NA,NA
"Otu1829",NA,NA
"Otu1830",NA,NA
"Otu1831",NA,NA
"Otu1832",NA,NA
"Otu1833",NA,NA
"Otu1834",NA,NA
"Otu1835",NA,NA
"Otu1836",NA,NA
"Otu1837",NA,NA
"Otu1838",NA,NA
"Otu1839",NA,NA
"Otu1840",NA,NA
"Otu1841",NA,NA
"Otu1842",NA,NA
"Otu1843",NA,NA
"Otu1844",NA,"celer/indica/marina/nigricans"
"Otu1845","Altererythrobacter","aestiaquae"
"Otu1846",NA,NA
"Otu1847",NA,NA
"Otu1848",NA,NA
"Otu1849",NA,NA
"Otu1850",NA,NA
"Otu1851",NA,NA
"Otu1852",NA,NA
"Otu1853",NA,NA
"Otu1854",NA,NA
"Otu1856",NA,NA
"Otu1858",NA,NA
"Otu1859",NA,NA
"Otu1860",NA,NA
"Otu1861",NA,NA
"Otu1862",NA,NA
"Otu1863",NA,NA
"Otu1864",NA,NA
"Otu1865",NA,NA
"Otu1866",NA,NA
"Otu1867",NA,NA
"Otu1868",NA,NA
"Otu1869",NA,NA
"Otu1870",NA,NA
"Otu1871",NA,NA
"Otu1873",NA,NA
"Otu1874",NA,NA
"Otu1875",NA,NA
"Otu1876","Limnobacter","thiooxidans"
"Otu1877",NA,NA
"Otu1878",NA,NA
"Otu1880",NA,NA
"Otu1881",NA,NA
"Otu1882",NA,NA
"Otu1883",NA,NA
"Otu1884",NA,NA
"Otu1885",NA,NA
"Otu1886",NA,NA
"Otu1887",NA,NA
"Otu1888",NA,NA
"Otu1889",NA,NA
"Otu1890",NA,NA
"Otu1891",NA,NA
"Otu1892",NA,NA
"Otu1893",NA,NA
"Otu1894",NA,NA
"Otu1895",NA,NA
"Otu1896",NA,NA
"Otu1898",NA,NA
"Otu1899",NA,NA
"Otu1900",NA,NA
"Otu1902",NA,NA
"Otu1903",NA,NA
"Otu1904",NA,NA
"Otu1905",NA,NA
"Otu1906",NA,NA
"Otu1908",NA,NA
"Otu1909",NA,NA
"Otu1910",NA,NA
"Otu1911",NA,NA
"Otu1912",NA,NA
"Otu1913",NA,NA
"Otu1914",NA,NA
"Otu1915",NA,NA
"Otu1918",NA,NA
"Otu1919","Alcanivorax","jadensis"
"Otu1920",NA,NA
"Otu1921","Haemophilus","influenzae/parainfluenzae"
"Otu1922",NA,NA
"Otu1923",NA,NA
"Otu1924",NA,NA
"Otu1925",NA,NA
"Otu1926",NA,NA
"Otu1927",NA,NA
"Otu1928",NA,NA
"Otu1929",NA,NA
"Otu1930","Lautropia","mirabilis"
"Otu1931",NA,NA
"Otu1932",NA,NA
"Otu1933",NA,NA
"Otu1934",NA,NA
"Otu1935",NA,NA
"Otu1937",NA,NA
"Otu1938",NA,NA
"Otu1939",NA,NA
"Otu1940",NA,NA
"Otu1941",NA,NA
"Otu1942",NA,NA
"Otu1943","Litoribrevibacter","albus"
"Otu1944",NA,NA
"Otu1945","Simiduia","agarivorans"
"Otu1946",NA,NA
"Otu1947",NA,NA
"Otu1948",NA,NA
"Otu1949",NA,NA
"Otu1950",NA,NA
"Otu1951",NA,NA
"Otu1952",NA,NA
"Otu1953",NA,NA
"Otu1954",NA,NA
"Otu1955",NA,NA
"Otu1956",NA,NA
"Otu1957",NA,NA
"Otu1958",NA,NA
"Otu1959",NA,NA
"Otu1960",NA,NA
"Otu1961",NA,NA
"Otu1962",NA,NA
"Otu1963",NA,NA
"Otu1964",NA,NA
"Otu1965",NA,NA
"Otu1966",NA,NA
"Otu1967",NA,NA
"Otu1968",NA,NA
"Otu1969",NA,NA
"Otu1970",NA,NA
"Otu1971",NA,NA
"Otu1972",NA,NA
"Otu1973",NA,NA
"Otu1974",NA,NA
"Otu1975",NA,NA
"Otu1976",NA,NA
"Otu1977",NA,NA
"Otu1978",NA,NA
"Otu1979",NA,NA
"Otu1980",NA,NA
"Otu1981",NA,NA
"Otu1982",NA,NA
"Otu1983",NA,NA
"Otu1984",NA,NA
"Otu1985",NA,NA
"Otu1986",NA,NA
"Otu1987",NA,NA
"Otu1988",NA,NA
"Otu1989",NA,NA
"Otu1990",NA,NA
"Otu1991",NA,NA
"Otu1992",NA,NA
"Otu1993",NA,NA
"Otu1994",NA,NA
"Otu1995",NA,NA
"Otu1996",NA,NA
"Otu1997",NA,NA
"Otu1998",NA,NA
"Otu1999",NA,NA
"Otu2000",NA,NA
"Otu2001",NA,NA
"Otu2002",NA,NA
"Otu2003",NA,NA
"Otu2004",NA,NA
"Otu2006",NA,NA
"Otu2007",NA,NA
"Otu2008",NA,NA
"Otu2009",NA,NA
"Otu2010",NA,NA
"Otu2011",NA,NA
"Otu2012",NA,NA
"Otu2013",NA,NA
"Otu2014",NA,NA
"Otu2015",NA,NA
"Otu2016",NA,NA
"Otu2017",NA,NA
"Otu2018","Vibrio","areninigrae/coralliilyticus/harveyi/hispanicus"
"Otu2019",NA,NA
"Otu2020",NA,NA
"Otu2021",NA,NA
"Otu2022",NA,NA
"Otu2023",NA,NA
"Otu2024",NA,NA
"Otu2025",NA,NA
"Otu2026",NA,NA
"Otu2027",NA,NA
"Otu2028",NA,NA
"Otu2029",NA,NA
"Otu2030",NA,NA
"Otu2032",NA,NA
"Otu2033",NA,NA
"Otu2034",NA,NA
"Otu2036",NA,NA
"Otu2037","Veillonella","atypica/dispar"
"Otu2038",NA,NA
